name,Description,Location,tags
OpsBerry AI,Secure your identity sprawl with AI.,"Las Vegas, NV, USA","S23,B2B,Security"
Certainly Health,Marketplace to book doctors and avoid surprise bills,,"S23,Healthcare"
Cedalio,Accurate Sustainability Data with AI,"San Francisco, CA, USA","S23,B2B"
Happyrobot,AI agents to automate phone calls in the logistics industry,"San Francisco, CA, USA","S23,B2B,Supply Chain and Logistics"
Pure,Marketplace for Rare Coins & Precious Metals,"San Francisco, CA, USA","S23,Consumer"
Nanograb,AI-generated binders for targeted drug delivery,"San Francisco, CA, USA","S23,Healthcare,Drug Discovery and Delivery"
Elythea,ML to predict and prevent pregnancy complications ,"San Jose, CA, USA","S23,Healthcare"
Movley,Rippling for supply chain.,"New York, NY, USA","S23,B2B,Supply Chain and Logistics"
Santé,All-in-one POS for liquor stores,"New York, NY, USA","S23,B2B,Retail"
Langdock,The AI platform for team productivity,,"S23,B2B,Productivity"
Inventive AI,GenAI-First RFP & Sales Questionnaire Response Platform,"Mountain View, CA, USA","S23,B2B,Sales"
SyntheticFi,Cheapest way to get liquidity from your stock investments,"San Francisco, CA, USA","S23,Fintech,Asset Management"
Fragment,Supercharge your Backoffice Operations,"Paris, Île-de-France, France","S23,B2B,Operations"
Raz,AI-Native Qualtrics,"New York, NY, USA","S23,B2B,Operations"
sudocode,code in plain english,"Mountain View, CA, USA","S23,B2B,Engineering, Product and Design"
Sweep,AI-powered Python junior developer for software teams,,"S23,B2B,Engineering, Product and Design"
Silimate,The co-pilot for chip designers,,"S23,B2B,Engineering, Product and Design"
Andromeda Surgical,Autonomous surgical robots,"San Francisco, CA, USA","S23,Healthcare,Medical Devices"
ProdTrace,Keep your NPI programs on schedule and on budget,"San Francisco, CA, USA","S23,B2B,Engineering, Product and Design"
Inari,"AI-powered product discovery, feedback analytics, and backlog","New York, NY, USA","S23,B2B,Engineering, Product and Design"
Roundtable,Developer-friendly survey software,"New York, NY, USA","S23,B2B"
Chatter,Dead simple LLM testing and iteration,"Philadelphia, PA, USA","S23,B2B"
DisputeNinja,We help you win Stripe disputes.,"San Francisco, CA, USA","S23,B2B"
Envelope,Banking with built-in budgeting,"San Francisco, CA, USA","S23,Fintech,Consumer Finance"
VectorShift,No-Code Generative AI Automations Platform,,"S23,B2B,Infrastructure"
SafetyKit,AI-Powered Trust and Safety Automation,,"S23,B2B"
Baserun,Observability and evaluation platform for LLM apps.,"San Francisco, CA, USA","S23,B2B,Engineering, Product and Design"
Automorphic,Infuse knowledge into language models with just 10 samples,"San Francisco, CA, USA","S23,B2B"
Glaze,Shop your fashion inspo,,"S23,Consumer,Apparel and Cosmetics"
Sola,Copilot for Robotic Process Automation,"Jersey City, NJ, USA","S23,B2B"
Inlet,AI-powered dev tool for integrations,"New York, NY, USA","S23,B2B,Engineering, Product and Design"
Converge,Segment for Ecommerce,"London, England, United Kingdom","S23,B2B"
Flint,AI tutoring for schools,"San Francisco, CA, USA","S23,Education"
CambioML,Retrieve and transform data from PDFs and forms,,"S23,B2B"
Osium AI,Speed up materials innovation with Artificial Intelligence,"Paris, Île-de-France, France","S23,B2B"
Slicker,AI-powered payments platform,"London, England, United Kingdom","S23,Fintech,Payments"
Khoj,The open-source AI assistant for your digital brain.,"San Francisco, CA, USA","S23,Consumer"
VaultPay,Digital banking platform for the 30 million smartphone users in DRC.,"Kinshasa, Kinshasa, Democratic Republic of the Congo","S23,Fintech"
Crew,AI platform to hire and onboard your global team,"San Francisco, CA, USA","S23,B2B"
gleam,Seamless benefits in 15 minutes,,"S23,Fintech,Insurance"
Kobalt Labs,AI copilot to automate risk ops for fintechs and banks,"New York, NY, USA","S23,B2B,Operations"
Studdy,An AI math tutor for every student,"San Francisco, CA, USA","S23,Education"
Trainy,Infrastructure for managing GPU clusters for training/serving.,"San Francisco, CA, USA","S23,B2B"
MantleBio,Transform scientific data into discoveries,,"S23,B2B"
Pincites,Close deals faster with AI for contract negotiation,,"S23,B2B,Legal"
Yenmo,Secured consumer lending in India,"Bengaluru, KA, India","W24,Fintech,Credit and Lending"
Apoxy,The Proxy Platform,"San Francisco, CA, USA","S23,B2B,Infrastructure"
sizeless,Make ML models reproducible and safe.,"San Francisco, CA, USA","S23,B2B,Engineering, Product and Design"
Quack AI,Make collaborative software development scale efficiently,"Paris, Île-de-France, France","S23,B2B,Productivity"
Continue,The leading open-source AI code assistant,"San Francisco, CA, USA","S23,B2B,Engineering, Product and Design"
Letter AI,"Empowering B2B sellers with AI-powered training, coaching, and content","Chicago, IL, USA","S23,B2B,Productivity"
Guac,AI-powered demand forecasting for grocery,"New York, NY, USA","S23,B2B,Supply Chain and Logistics"
CareOasis,Helping family caregivers get paid through government programs,"Dover, DE, USA","S23,Healthcare,Consumer Health and Wellness"
Glade,Building the next generation of video games using AI,"San Francisco, CA, USA","S23,Consumer,Gaming"
LifestyleRx,Virtual Care for Type 2 Diabetes Reversal,"White Rock, BC, Canada","S23,Healthcare,Healthcare Services"
Empirical Health,"Proactive primary care, scaled with AI",,"S23,Healthcare,Healthcare Services"
Fortuna Health,TurboTax for Medicaid,"New York, NY, USA","S23,Healthcare,Healthcare IT"
Aglide,"Access management and SSO for any app, without relying on SAML.","London, England, United Kingdom","S23,B2B"
Respaid,Modern B2B Collection (Respectfully with AI),"San Francisco, CA, USA","S23,Fintech"
Vizly,Data to insights in seconds,"San Francisco, CA, USA","S23,B2B,Analytics"
Revideo,Create Videos with Code,"Berlin, Berlin, Germany","S23,B2B,Engineering, Product and Design"
Greenlite,AI agents for financial compliance operations,"San Francisco, CA, USA","S23,Fintech"
MediSearch,Search engine for trustworthy medical information.,"London, England, United Kingdom","S23,Healthcare,Consumer Health and Wellness"
Metalware,Copilot for firmware engineers,,"S23,B2B,Engineering, Product and Design"
Upstream,An email client designed for team collaboration,"Paris, Île-de-France, France","S23,B2B,Productivity"
Maven Bio,AI-enabled BioPharma Industry Research,"Boston, MA, USA","S23,B2B"
Egress Health,End-To-End Revenue Cycle Automation,"San Francisco, CA, USA","S23,Healthcare"
Surface Labs,Building tools to help boost website conversions,,"S23,B2B,Sales"
CandorIQ,Headcount & Compensation Management,"San Francisco, CA, USA","S23,B2B"
refine,Open-source Retool for enterprise,"San Francisco, CA, USA","S23,B2B,Engineering, Product and Design"
Epsilla,A one-stop RAG-as-a-Service platform,"Jersey City, NJ, USA","S23,B2B,Infrastructure"
GovernGPT,AI Back Office for Fund Managers,"Toronto, ON, Canada","W24,Fintech"
Lysto AI,Task automation platform for GTM teams,"New York, NY, USA","S23,B2B"
VetRec,AI Scribe for veterinarians that produces clinical notes in seconds,"Seattle, WA, USA","S23,B2B"
Cleancard,Making cancer detection as easy as a pregnancy test,,"S23,Healthcare,Diagnostics"
Decoda Health,Patient Billing Made Simple,"San Francisco, CA, USA","S23,Healthcare,Healthcare IT"
Skyvern,Open Source AI Agent to automate browser workflows via an API,"San Francisco, CA, USA","S23,B2B,Infrastructure"
Cardinal Gray,Title workflow automation for auto lenders and dealers,"San Francisco, CA, USA","S23,Fintech,Credit and Lending"
Telophase,Reach vulnerability inbox-zero,"New York, NY, USA","S23,B2B,Security"
Dialtone,Data tooling and management platform for all your AI needs,"San Francisco, CA, USA","S23,B2B,Infrastructure"
Transformity,Point-of-sale & Vertical SaaS for the $75B Liquor Industry,,"S23,B2B,Retail"
Repaint,"A visual design tool like Figma, but it makes real websites","Columbus, OH, USA","S23,B2B,Engineering, Product and Design"
Chow Central Inc,Asset Light Restaurant Chains for Africa,"Lagos, LA, Nigeria","S23,Consumer,Food and Beverage"
FleetWorks,Automating the 2B phone calls and emails that keep freight moving,,"S23,B2B,Supply Chain and Logistics"
Menza,Your AI Data Analyst,"London, England, United Kingdom","S23,B2B,Analytics"
Health Harbor,Using generative AI to call insurance for healthcare clinics,"San Francisco, CA, USA","S23,Healthcare,Healthcare IT"
Briefer,The collaborative data platform.,"São Paulo, SP, Brazil","S23,B2B,Engineering, Product and Design"
Shasta Health,AI platform for physical therapists to go independent,"San Francisco, CA, USA","S23,Healthcare,Healthcare Services"
Hegel AI,Open source tools for developing generative AI applications,,"S23,B2B,Infrastructure"
Outset,AI-powered user interviews,"San Francisco, CA, USA","S23,B2B,Analytics"
Serra,AI-powered candidate search,"San Francisco, CA, USA","S23,B2B,Recruiting and Talent"
Corgea,Fix vulnerable code using AI,"San Francisco, CA, USA","S23,B2B,Security"
Terminal,Plaid for Telematics Data in Commercial Trucking,"Toronto, ON, Canada","S23,B2B,Supply Chain and Logistics"
MICSI,Higher resolution MRI with faster scan times.,"New York, NY, USA","S23,Healthcare,Diagnostics"
CraftOS,Inventory Management and POS for the Wine industry,"San Francisco, CA, USA","S23,B2B,Retail"
Arcimus,AI Powered Insurance Premium Audits,"San Francisco, CA, USA","S23,B2B"
Docsum,AI contract review & negotiation,"San Francisco, CA, USA","S23,B2B,Legal"
Obento Health,Patient Engagement Platform That Pays,"San Francisco, CA, USA","S23,Healthcare,Consumer Health and Wellness"
Kite,Apple-style product videos in minutes,"San Francisco, CA, USA","S23,B2B,Marketing"
Bronco AI,The Modern Industrial Operating Stack,"San Francisco, CA, USA","S23,B2B,Operations"
Agentive,AI-powered auditing platform,,"S23,B2B,Finance and Accounting"
venta,Find and reach leads with buying intent in Europe,"Munich, BY, Germany","S23,B2B,Sales"
Parea,"Test, evaluate & observe your LLM applications","New York, NY, USA","S23,B2B,Operations"
Campfire,A modern version of NetSuite,"San Francisco, CA, USA","S23,B2B,Finance and Accounting"
Alguna,"Modern SaaS Pricing, Quoting & Billing Platform","San Francisco, CA, USA","S23,B2B,Finance and Accounting"
SID,"Serverless RAG to connect AI to company, industry, or person-specific…","San Francisco, CA, USA","S23,B2B,Engineering, Product and Design"
Capi Money,Helping businesses in Africa pay their international suppliers,,"S23,Fintech,Payments"
SuperCraft,The new way to design physical products,"New York, NY, USA","S23,B2B,Engineering, Product and Design"
Spine AI,Reliable AI data analysts that know your business,"San Francisco, CA, USA","S23,B2B"
Empower,Developer platform for fine-tuned LLMs,"San Mateo, CA, USA","S23,B2B,Infrastructure"
Subsets,AI-driven retention automation for subscription media.,"Copenhagen, Denmark","S23,B2B"
Tegon,Open source issue tracking tool for engineering teams,"San Francisco, CA, USA","S23,B2B,Productivity"
Synch,Supercharging Sales,"New York, NY, USA","S23,B2B,Sales"
Revamp,AI-Powered Customer Segmentation for eCommerce,"San Francisco, CA, USA","S23,B2B,Analytics"
DataShare,"Embed charts, dashboards and exports in your app","Austin, TX, USA","S23,B2B,Engineering, Product and Design"
Airgoods,Faire for specialty food stores,"New York, NY, USA","S23,B2B,Retail"
Talc,Helping companies use their data to build better AI models,"Seattle, WA, USA","S23,B2B,Engineering, Product and Design"
Solve Intelligence,We use AI to help attorneys write patents.,,"S23,B2B,Legal"
askLio,AI-Copilot for procurement teams at large enterprises,"San Francisco, CA, USA","S23,B2B"
Craftwork,Digital-native home painting franchise,"Charlotte, NC, USA","S23,Real Estate and Construction,Construction"
Electric Air (Previously Helios Climate),Tech-enabled heat pump contractor that cuts costs by 60%,"San Francisco, CA, USA","S23,Real Estate and Construction,Construction"
Mandel AI,AI Procurement Agent for Manufacturing,"San Francisco, CA, USA","S23,B2B,Supply Chain and Logistics"
Every,Banking + Payroll/Benefits + Bookkeeping + Tax in one place,Remote,"S23,B2B"
Contour,Automated QA Copilot,"San Francisco, CA, USA","S23,B2B"
Atla,We train frontier models to evaluate generative AI,"London, England, United Kingdom","S23,B2B"
Humanlike,AI-powered AP/AR,,"S23,B2B,Finance and Accounting"
Lifelike,AI characters you can talk to using your voice,"San Francisco, CA, USA","S23,Consumer"
Cedana,"Save, migrate and resume compute jobs in real-time","New York, NY, USA","S23,B2B,Infrastructure"
Cascading AI,AI Agents for Banking,"San Francisco, CA, USA","S23,Fintech"
Zelos Cloud,The First Cloud Platform for Firmware Development and Testing,,"S23,B2B,Engineering, Product and Design"
Readily,Compliance Tools for Healthcare Organizations,"San Francisco, CA, USA","S23,Healthcare"
PropRise,Automating commercial real estate data collection,"San Francisco, CA, USA","S23,Real Estate and Construction"
